epoch,accuracy,loss,val_accuracy,val_loss
0,0.43586206436157227,3.015404462814331,0.6186206936836243,2.82080340385437
1,0.6260098814964294,2.8091275691986084,0.6365517377853394,2.7947134971618652
2,0.663103461265564,2.7686538696289062,0.6841379404067993,2.7471060752868652
3,0.7052216529846191,2.7275216579437256,0.6675862073898315,2.764091730117798
4,0.7428571581840515,2.690873622894287,0.7462068796157837,2.6893606185913086
5,0.7611822485923767,2.669760227203369,0.7551724314689636,2.6779701709747314
6,0.7790147662162781,2.6529340744018555,0.7662069201469421,2.667937994003296
7,0.7914285659790039,2.639296054840088,0.7455172538757324,2.6863813400268555
8,0.8011329770088196,2.6301064491271973,0.7579310536384583,2.670753002166748
9,0.8068965673446655,2.623202085494995,0.7434482574462891,2.68678617477417
10,0.8146305680274963,2.6149845123291016,0.7572413682937622,2.669570207595825
11,0.8220196962356567,2.6068403720855713,0.7400000095367432,2.69038724899292
12,0.8405418992042542,2.589388608932495,0.7682758569717407,2.6567437648773193
13,0.8471428751945496,2.581879138946533,0.7751724123954773,2.6540918350219727
14,0.8503448367118835,2.5783398151397705,0.7765517234802246,2.6501312255859375
15,0.8555172681808472,2.5733494758605957,0.7765517234802246,2.650655508041382
16,0.8566502332687378,2.571570634841919,0.7772414088249207,2.649111747741699
17,0.8586699366569519,2.5701308250427246,0.7772414088249207,2.6487913131713867
18,0.8619211912155151,2.5675230026245117,0.7834482789039612,2.6474292278289795
19,0.8634975552558899,2.564829111099243,0.77379310131073,2.6531269550323486
