epoch,accuracy,loss,val_accuracy,val_loss
0,0.20039409399032593,3.223778009414673,0.28206896781921387,3.1405317783355713
1,0.28945812582969666,3.136946678161621,0.3158620595932007,3.1080024242401123
2,0.31374382972717285,3.1111650466918945,0.29379311203956604,3.1319239139556885
3,0.3407389223575592,3.0858452320098877,0.33724138140678406,3.085317611694336
4,0.3601970374584198,3.0653464794158936,0.3248275816440582,3.10264253616333
5,0.38438424468040466,3.043010950088501,0.33379310369491577,3.0899293422698975
6,0.41049259901046753,3.017439603805542,0.3689655065536499,3.05648136138916
7,0.43374383449554443,2.994155168533325,0.384827584028244,3.043902635574341
8,0.4500492513179779,2.9768803119659424,0.3917241394519806,3.0351669788360596
9,0.4674384295940399,2.959995985031128,0.3951724171638489,3.0325570106506348
10,0.4787684679031372,2.9481945037841797,0.38620689511299133,3.040065050125122
11,0.4898029565811157,2.9363529682159424,0.41034483909606934,3.014636993408203
12,0.49842363595962524,2.927809238433838,0.4027586281299591,3.021571159362793
13,0.507093608379364,2.918506622314453,0.41310346126556396,3.01430082321167
14,0.5135468244552612,2.9113101959228516,0.4220689535140991,3.0076677799224854
15,0.5217733979225159,2.9036805629730225,0.4124138057231903,3.0118699073791504
16,0.5305418968200684,2.8941879272460938,0.41655173897743225,3.0088298320770264
17,0.5433497428894043,2.8821945190429688,0.4193103313446045,3.0083487033843994
18,0.5530542135238647,2.87204647064209,0.430344820022583,2.9969632625579834
19,0.5610837340354919,2.864421844482422,0.4317241311073303,2.9941649436950684
20,0.5658620595932007,2.8592114448547363,0.4351724088191986,2.9907522201538086
21,0.5685714483261108,2.8562631607055664,0.42344826459884644,3.0002310276031494
22,0.5744335055351257,2.8504533767700195,0.42344826459884644,3.0003345012664795
23,0.5861576199531555,2.8389503955841064,0.44275861978530884,2.9827330112457275
24,0.5982266068458557,2.8271331787109375,0.44413793087005615,2.981095552444458
25,0.6035467982292175,2.8214008808135986,0.4413793087005615,2.9780659675598145
26,0.6126108169555664,2.812351942062378,0.4448275864124298,2.984419345855713
27,0.6218719482421875,2.8035995960235596,0.4606896638870239,2.9685440063476562
28,0.6299999952316284,2.7952239513397217,0.456551730632782,2.9707956314086914
29,0.6338916420936584,2.7909462451934814,0.45241379737854004,2.9720568656921387
