epoch,accuracy,loss,val_accuracy,val_loss
0,0.8829556703567505,0.3620724380016327,0.6455172300338745,1.2399048805236816
1,0.8848276138305664,0.35743463039398193,0.6675862073898315,1.174489140510559
2,0.8884236216545105,0.3477703928947449,0.661379337310791,1.1912599802017212
3,0.893842339515686,0.3333045244216919,0.677931010723114,1.1258918046951294
4,0.8970935940742493,0.32498106360435486,0.682758629322052,1.135448932647705
5,0.8881281018257141,0.3400711119174957,0.6572414040565491,1.198132872581482
6,0.8925615549087524,0.3319319784641266,0.6786206960678101,1.1465632915496826
7,0.8958128094673157,0.3277553617954254,0.6724137663841248,1.1721115112304688
8,0.896256148815155,0.3206273913383484,0.6517241597175598,1.2601511478424072
9,0.8987191915512085,0.32030990719795227,0.6855172514915466,1.125814437866211
10,0.9000492691993713,0.30870017409324646,0.6737930774688721,1.1575000286102295
11,0.8999014496803284,0.308540940284729,0.6786206960678101,1.1449562311172485
12,0.9011330008506775,0.304816871881485,0.6744827628135681,1.1753979921340942
13,0.8999999761581421,0.3105770945549011,0.6800000071525574,1.1528230905532837
14,0.8980787992477417,0.3096679151058197,0.6910344958305359,1.1192818880081177
15,0.8999014496803284,0.3035256266593933,0.6903448104858398,1.1257374286651611
16,0.9019704461097717,0.3043954074382782,0.6889654994010925,1.1188071966171265
17,0.9010344743728638,0.3053937554359436,0.6924138069152832,1.1074613332748413
18,0.9039409160614014,0.3002416491508484,0.6896551847457886,1.1170798540115356
19,0.9033004641532898,0.2995438575744629,0.6903448104858398,1.120419979095459
20,0.9019704461097717,0.3006373941898346,0.6896551847457886,1.1203559637069702
21,0.9029064178466797,0.2991006374359131,0.6875861883163452,1.1265681982040405
22,0.9033989906311035,0.30301961302757263,0.6862068772315979,1.1264843940734863
23,0.9026108384132385,0.3003207743167877,0.6903448104858398,1.1126971244812012
24,0.9038916230201721,0.2968745827674866,0.6903448104858398,1.111444354057312
25,0.9034975171089172,0.30001893639564514,0.6903448104858398,1.1100482940673828
26,0.9062561392784119,0.29556769132614136,0.6910344958305359,1.1096566915512085
27,0.9017241597175598,0.3002547025680542,0.6917241215705872,1.1095041036605835
28,0.9030541777610779,0.30046623945236206,0.6903448104858398,1.1103568077087402
29,0.9035468101501465,0.299862802028656,0.6917241215705872,1.1079331636428833
30,0.9013300538063049,0.2992328107357025,0.6917241215705872,1.1095147132873535
31,0.9054186940193176,0.2965920567512512,0.6910344958305359,1.1080741882324219
32,0.904285728931427,0.2974347472190857,0.6931034326553345,1.1092277765274048
33,0.9047783017158508,0.294488787651062,0.6917241215705872,1.1093400716781616
34,0.9070935845375061,0.2937318980693817,0.6924138069152832,1.10694420337677
35,0.9028571248054504,0.2972826659679413,0.6917241215705872,1.109879493713379
36,0.9048275947570801,0.30042436718940735,0.6937931180000305,1.107625126838684
37,0.9037930965423584,0.2964225113391876,0.6944827437400818,1.1066083908081055
38,0.9047783017158508,0.29700830578804016,0.6910344958305359,1.1110972166061401
39,0.9051724076271057,0.2960675060749054,0.6931034326553345,1.1075905561447144
40,0.9040393829345703,0.2979741096496582,0.6917241215705872,1.111385464668274
41,0.9020689725875854,0.2998802959918976,0.6931034326553345,1.106749176979065
42,0.904137909412384,0.2967621088027954,0.6931034326553345,1.1076778173446655
43,0.9040886759757996,0.2937007546424866,0.6910344958305359,1.1084113121032715
44,0.9062561392784119,0.2978242337703705,0.6903448104858398,1.1086986064910889
45,0.9064531922340393,0.29488053917884827,0.6910344958305359,1.1094108819961548
46,0.9079803228378296,0.29290157556533813,0.6917241215705872,1.1111867427825928
47,0.9036945700645447,0.2980390191078186,0.6924138069152832,1.1093839406967163
48,0.9061576128005981,0.2974114716053009,0.6924138069152832,1.1083818674087524
49,0.9038423895835876,0.29403603076934814,0.6937931180000305,1.1082651615142822
