epoch,accuracy,loss,val_accuracy,val_loss
0,0.10438423603773117,3.3201444149017334,0.1213793084025383,3.295475482940674
1,0.16068965196609497,3.269090175628662,0.14000000059604645,3.2785251140594482
2,0.17852216958999634,3.249189615249634,0.16689655184745789,3.2574713230133057
3,0.19413793087005615,3.2356553077697754,0.18068964779376984,3.2415144443511963
4,0.20546798408031464,3.222684383392334,0.19517241418361664,3.227867841720581
5,0.21088670194149017,3.2162394523620605,0.20137931406497955,3.222323179244995
6,0.21881774067878723,3.207923650741577,0.20965516567230225,3.215622663497925
7,0.22270935773849487,3.2047951221466064,0.21172413229942322,3.211150884628296
8,0.22438423335552216,3.202208995819092,0.2151724100112915,3.208250045776367
9,0.22935961186885834,3.197547674179077,0.21310344338417053,3.2069506645202637
10,0.22995074093341827,3.1967966556549072,0.21586206555366516,3.2050135135650635
11,0.2320689707994461,3.1929540634155273,0.21793103218078613,3.2044341564178467
12,0.23660098016262054,3.189661979675293,0.2248275876045227,3.1988401412963867
13,0.23625615239143372,3.188962936401367,0.22137930989265442,3.201354742050171
14,0.24064038693904877,3.1850996017456055,0.22551724314689636,3.1951212882995605
15,0.2430049329996109,3.1825175285339355,0.23586207628250122,3.18812894821167
16,0.24226601421833038,3.1832897663116455,0.23655171692371368,3.186530590057373
17,0.24507388472557068,3.18070912361145,0.24206896126270294,3.1838507652282715
18,0.2449261099100113,3.180422067642212,0.23999999463558197,3.186979055404663
19,0.24640394747257233,3.1775693893432617,0.24068965017795563,3.183530330657959
20,0.2513793110847473,3.174058198928833,0.26137930154800415,3.1680757999420166
21,0.27167487144470215,3.1559505462646484,0.2689655125141144,3.158282518386841
22,0.2734975516796112,3.151989221572876,0.27241379022598267,3.1539809703826904
23,0.27482759952545166,3.150491237640381,0.27103447914123535,3.151916027069092
24,0.2791132926940918,3.1467273235321045,0.27448275685310364,3.152233362197876
25,0.27891626954078674,3.146932601928711,0.2751724123954773,3.1514225006103516
26,0.27842363715171814,3.1459619998931885,0.27931034564971924,3.1478660106658936
27,0.28093597292900085,3.1440742015838623,0.27931034564971924,3.146044969558716
28,0.2833990156650543,3.142817974090576,0.27931034564971924,3.146530866622925
29,0.2839408814907074,3.141721487045288,0.2813793122768402,3.1431024074554443
30,0.28807881474494934,3.1378414630889893,0.2882758677005768,3.139887809753418
31,0.28551724553108215,3.139831304550171,0.28689655661582947,3.1378278732299805
32,0.2872413694858551,3.137796640396118,0.2862069010734558,3.1416726112365723
33,0.2874876856803894,3.1368179321289062,0.2862069010734558,3.1411266326904297
34,0.2939901351928711,3.1318962574005127,0.2931034564971924,3.1314783096313477
35,0.3030049204826355,3.1242141723632812,0.30000001192092896,3.1296682357788086
36,0.307290643453598,3.1195566654205322,0.30482760071754456,3.1228461265563965
